,Show_ID_tmdb,name_tmdb,Genre,Overview_Text_tvdb,Vote_Average_tmdb,Vote_Count_tmdb
123,4392,Big Love,[18],"The story of Bill Henrickson and his life in suburban Salt Lake City, balancing the needs of his three wives -- Barb, Nicki and Margene-- their seven kids, three new houses and the opening of his newest hardware store. When disturbing news arrives about Bill's father, he is forced to reconnect with his polygamist parents who live on a fundamentalist compound in rural Utah.",7.1,93
124,66309,Lady Dynamite,"[35, 18]","A single-camera half-hour comedy based on what Maria Bamford has accepted to be ""her life."" It's the sometimes surreal story of a woman who loses — and then finds — her s**t.",7.4,47
125,99581,Unorthodox,[18],A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians -- until her past comes calling.,7.9,425
126,124834,Heartstopper,[18],Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,9.0,375
127,61555,The Missing,"[80, 18, 9648]","A gripping anthological relationship thriller series exploring the emotional fallout of a child's abduction not only on the family but on the wider community, told over two time frames.",7.2,195
128,60574,Peaky Blinders,"[18, 80]","A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",8.6,6927
129,61463,The Affair,[18],"The Affair explores the emotional effects of an extramarital relationship between Noah Solloway and Alison Lockhart after the two meet in the resort town of Montauk in Long Island. Noah is a New York City schoolteacher with one novel published (book entitled A Person who Visits a Place) and he is struggling to write a second book. He is happily married with four children, but resents his dependence on his wealthy father-in-law. Alison is a young waitress trying to piece her life and marriage back together in the wake of the tragic death of her child. The story of the affair is told separately, complete with distinct memory biases, from the male and female perspectives.",6.6,282
130,70796,The Marvelous Mrs. Maisel,"[35, 18]","It’s 1958 Manhattan and Miriam “Midge” Maisel has everything she’s ever wanted - the perfect husband, kids, and Upper West Side apartment. But when her life suddenly takes a turn and Midge must start over, she discovers a previously unknown talent - one that will take her all the way from the comedy clubs of Greenwich Village to a spot on Johnny Carson’s couch.",8.1,459
131,92628,I Hate Suzie,"[35, 18]","Suzie Pickles, a star on the wane, has her whole life upended when her phone is hacked and a photo of her emerges in an extremely compromising position.",6.5,10
132,1425,House of Cards,[18],"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",8.1,2025
133,80336,Little America,"[18, 35]","An anthology series that goes beyond the headlines to look at the funny, romantic, heartfelt, inspiring and surprising stories of immigrants in America at a time when they are more relevant than ever.",6.9,44
134,14069,In Treatment,[18],"Set within the highly charged confines of individual psychotherapy sessions and centering around Dr. Paul Weston, a psychotherapist who exhibits an insightful, reserved demeanor while treating his patients—but displays a crippling insecurity while counseled by his own therapist.",8.0,108
135,201123,George Carlin's American Dream,[99],"This two-part documentary chronicles the life and work of the legendary comedian, tracking George Carlin’s rise to fame and opens an intimate window into Carlin’s personal life, including his childhood in New York City, his long struggle with drugs that took its toll on his health, his brushes with the law, his loving relationship with Brenda, his wife of 36 years, and his second marriage to Sally Wade. Intimate interviews with Carlin and Brenda’s daughter, Kelly Carlin, offer unique insight into her family’s story and her parents enduring love and partnership.",7.3,8
136,42553,Alice in Wonderland,"[10759, 10751, 10765]","Sometimes she's too big. Or much too small. Sometimes things are backwards. And there's always too much pepper in the soup! Nothing is quite right since Alice chased a very unusual White Rabbit and stumbled into an adventure that grows curiouser and curiouser. One of the greatest childhood fantasies is captured in Irwin Allen's colorful production adapted from Lewis Carroll's ""Alice's Adventures in Wonderland."" Originally aired over two nights in 1985 on CBS.",7.4,21
137,67744,Mindhunter,"[18, 80]",An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,8.0,1565
138,85999,Wu-Tang Clan: Of Mics and Men,[99],"Transcending the music documentary genre by creating a new lane that merges music, socio-cultural commentary and and intimate family portrait of the Wu-Tang Clan.",8.4,8
139,79299,A Very English Scandal,[18],"It's the late 1960s, homosexuality has only just been legalised and Jeremy Thorpe, the leader of the Liberal party, has a secret he's desperate to hide.",7.5,70
140,65592,Full Frontal with Samantha Bee,"[10763, 10767]","Samantha Bee breaks up late-night's all-male sausage fest with her nuanced view of political and cultural issues, her sharp interview skills, her repartee with world leaders and, of course, her 10-pound lady balls.",6.1,64
141,10272,EZ Streets,"[80, 18]","EZ Streets is an American television drama series created by Paul Haggis. It premiered on CBS on October 27, 1996 with a two hour pilot telefilm. The series stars Ken Olin, Joe Pantoliano, and Jason Gedrick.",9.0,1
142,2003,Sports Night,"[35, 18]","The offbeat cast and crew of a sports news show deal with professional, personal, and ethical challenges while functioning in a pressure-cooker work environment.",7.3,39
143,32573,Strike Back,"[18, 10759]","The series follows John Porter, a former British Special Forces soldier, who is drafted back into service by Section 20, a fictional branch of the Secret Intelligence Service.",7.4,262
144,69158,The Good Fight,[18],"Picking up one year after the events of the final broadcast episode of ""The Good Wife"", an enormous financial scam has destroyed the reputation of a young lawyer, Maia Rindell, while simultaneously wiping out her mentor and godmother Diane Lockhart's savings. Forced out of her law firm, now called ""Lockhart, Deckler, Gussman, Lee, Lyman, Gilbert, Lurie, Kagan, Tannebaum & Associates"", they join Lucca Quinn at one of Chicago's preeminent law firms.",7.6,196
145,110971,How To with John Wilson,"[35, 99]","In a uniquely hilarious odyssey of self-discovery and cultural observation, documentary filmmaker and self-described ""anxious New Yorker"" John Wilson covertly and obsessively films the lives of his fellow New Yorkers while attempting to give everyday advice on relatable topics. The awkward contradictions of modern life are eased by Wilson’s candid, unpolished commentary. Building upon Wilson’s previously released ""how to"" short films, each episode takes wildly unexpected turns but is grounded in John's refreshing honesty.",8.1,43
146,17287,Party Down,[35],A group of struggling actors and dysfunctional dreamers wait for their big break while they are stuck serving hors d'oeurves for a Hollywood catering company 'Party Down.',7.6,128
147,64439,Making a Murderer,"[99, 80]","Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",7.9,355
