index,author,review_source,title,season,release_date,review_length
352,Joseph Hernandez,We Got This Covered,American Crime,3.0,12-Mar-17,403
353,Ben Travers,IndieWire,American Crime,3.0,12-Mar-17,305
354,Neil Genzlinger,The New York Times,American Crime,3.0,12-Mar-17,321
355,Tim Goodman,The Hollywood Reporter,Succession,2.0,11-Aug-19,386
356,Sophie Gilbert,The Atlantic,Succession,2.0,11-Aug-19,347
357,Matt Zoller Seitz,New York Magazine (Vulture),Succession,2.0,11-Aug-19,376
358,Rebecca Nicholson,The Guardian,Succession,2.0,11-Aug-19,370
359,Matt Zoller Seitz,New York Magazine (Vulture),Rectify,3.0,9-Jul-15,368
360,Rachelle Hampton,Slate,A Black Lady Sketch Show,1.0,2-Aug-19,368
361,Kelly Lawler,USA Today,A Black Lady Sketch Show,1.0,2-Aug-19,318
362,Mekeisha Madden Toby,Variety,A Black Lady Sketch Show,1.0,2-Aug-19,397
363,Diane Garrett,The Wrap,Orange is the New Black,2.0,6-Jun-14,334
364,Brian Tallerico,RogerEbert.com,Orange is the New Black,2.0,6-Jun-14,325
365,Rob Owen,Pittsburgh Post-Gazette,Orange is the New Black,2.0,6-Jun-14,315
366,Willa Paskin,Slate,Orange is the New Black,2.0,6-Jun-14,323
367,Robert Lloyd,Los Angeles Times,Orange is the New Black,2.0,6-Jun-14,504
368,Mike Hale,The New York Times,Orange is the New Black,2.0,6-Jun-14,408
369,Joel Keller,Decider,Curb Your Enthusiasm,11.0,24-Oct-21,338
370,Jordan Hoffman,The Guardian,Curb Your Enthusiasm,11.0,24-Oct-21,423
371,Mike Lechevallier,Slant Magazine,Justified,3.0,17-Jan-12,471
372,Danette Chavez,The A.V. Club,BoJack Horseman,3.0,29-Mar-19,324
373,James Poniewozik,The New York Times,BoJack Horseman,3.0,29-Mar-19,399
374,Chris Cabin,Collider,BoJack Horseman,3.0,29-Mar-19,404
375,Darren Franich,Entertainment Weekly,BoJack Horseman,3.0,29-Mar-19,323
376,Matt Zoller Seitz,New York Magazine (Vulture),BoJack Horseman,3.0,29-Mar-19,311
377,Liz Shannon Miller,IndieWire,BoJack Horseman,3.0,29-Mar-19,393
378,Rob Owen,Pittsburgh Post-Gazette,Breaking Bad,3.0,21-Mar-10,308
379,Phil Rosenthal,Chicago Sun-Times,Boomtown,1.0,29-Sep-02,462
380,Alan Sepinwall,Newark Star-Ledger,Boomtown,1.0,29-Sep-02,367
381,Adam Buckman,New York Post,Boomtown,1.0,29-Sep-02,335
382,Aaron Barnhart,Kansas City Star,Boomtown,1.0,29-Sep-02,467
383,David Zurawik,Baltimore Sun,Boomtown,1.0,29-Sep-02,547
384,Marisa Guthrie,Boston Herald,Boomtown,1.0,29-Sep-02,308
385,Howard Rosenberg,Los Angeles Times,Boomtown,1.0,29-Sep-02,310
386,Charlie McCollum,San Jose Mercury News/Contra Costa Times,Boomtown,1.0,29-Sep-02,363
387,Rob Owen,Pittsburgh Post-Gazette,Boomtown,1.0,29-Sep-02,337
388,Sonia Saraiya,The A.V. Club,Masters of Sex,2.0,13-Jul-14,384
389,Caroline Framke,Variety,Visible: Out on Television,1.0,14-Feb-20,479
390,Kayla Kumari Upadhyaya,The A.V. Club,Visible: Out on Television,1.0,14-Feb-20,333
391,Brian Lowry,CNN,Visible: Out on Television,1.0,14-Feb-20,324
392,Julia Selinger,Slant Magazine,Fargo,3.0,19-Apr-17,360
393,Ed Bark,Uncle Barky,Fargo,3.0,19-Apr-17,303
394,Mark A. Perigard,Boston Herald,Fargo,3.0,19-Apr-17,368
395,Allison Keene,Collider,Fargo,3.0,19-Apr-17,380
396,Maureen Ryan,Variety,Fargo,3.0,19-Apr-17,367
397,David Wiegand,San Francisco Chronicle,Fargo,3.0,19-Apr-17,356
398,Danette Chavez,The A.V. Club,Fargo,3.0,19-Apr-17,307
399,Mark Dawidziak,Cleveland Plain Dealer,Fargo,3.0,19-Apr-17,361
400,Melanie McFarland,Salon,Fargo,3.0,19-Apr-17,424
401,Rob Owen,Pittsburgh Post-Gazette,Fargo,3.0,19-Apr-17,353
402,Matthew Gilbert,Boston Globe,Fargo,3.0,19-Apr-17,373
403,Robert Bianco,USA Today,Fargo,3.0,19-Apr-17,312
404,Jen Chaney,New York Magazine (Vulture),Fargo,3.0,19-Apr-17,307
405,Ken Tucker,Yahoo TV,Fargo,3.0,19-Apr-17,368
406,Kyle Mullin,Under The Radar,Fargo,3.0,19-Apr-17,348
407,Alan Sepinwall,UPROXX,Fargo,3.0,19-Apr-17,332
408,Ed Bark,Uncle Barky,Olive Kitteridge,1.0,2-Nov-14,358
409,Matt Roush,TV Guide Magazine,Olive Kitteridge,1.0,2-Nov-14,335
410,Rob Owen,Pittsburgh Post-Gazette,Olive Kitteridge,1.0,2-Nov-14,336
411,Peter Debruge,Variety,Olive Kitteridge,1.0,2-Nov-14,398
412,Robert Rorke,New York Post,Olive Kitteridge,1.0,2-Nov-14,375
413,Charlie McCollum,San Jose Mercury News/Contra Costa Times,Rescue Me,2.0,21-Jun-05,305
414,Scott D. Pierce,Deseret News,Rescue Me,2.0,21-Jun-05,356
415,Maureen Ryan,Chicago Tribune,Rescue Me,2.0,21-Jun-05,327
416,Willa Paskin,Slate,Justified,6.0,20-Jan-15,341
417,Robert Bianco,USA Today,Arrested Development,1.0,2-Nov-03,454
418,Alan Sepinwall,Newark Star-Ledger,Arrested Development,1.0,2-Nov-03,367
419,Michael Speier,Variety,Arrested Development,1.0,2-Nov-03,327
420,Glenn Garvin,Miami Herald,Arrested Development,1.0,2-Nov-03,507
421,Tom Shales,Washington Post,Arrested Development,1.0,2-Nov-03,381
422,Tim Goodman,San Francisco Chronicle,Arrested Development,1.0,2-Nov-03,336
423,Verne Gay,Newsday,The Good Wife,2.0,28-Sep-10,319
424,Matt Roush,TV Guide Magazine,The Good Wife,2.0,28-Sep-10,300
425,Dan Fienberg,The Hollywood Reporter,Dear White People (2017),2.0,4-May-18,400
426,Matthew Poland,Slant Magazine,Broad City,2.0,14-Jan-15,334
427,Alan Sepinwall,Hitfix,Mad Men,5.0,25-Mar-12,311
428,Zaki Hasan,San Francisco Chronicle,Fraggle Rock: Back to the Rock,1.0,21-Jan-22,305
429,Melanie McFarland,Seattle Post-Intelligencer,The Wire,5.0,6-Jan-08,401
430,Ed Bark,Uncle Barky,Veep,6.0,16-Apr-17,328
431,Daniel D'Addario,Time,Veep,6.0,16-Apr-17,321
432,Ken Tucker,Yahoo TV,Veep,6.0,16-Apr-17,397
433,Mike Hale,The New York Times,Veep,6.0,16-Apr-17,385
434,Willa Paskin,Slate,Veep,6.0,16-Apr-17,329
435,Michael Haigis,Slant Magazine,Veep,6.0,16-Apr-17,357
436,Alan Sepinwall,Newark Star-Ledger,Friday Night Lights,2.0,5-Oct-07,419
437,Joanne Ostrow,Denver Post,Friday Night Lights,2.0,5-Oct-07,508
438,Maureen Ryan,Chicago Tribune,Friday Night Lights,2.0,5-Oct-07,339
439,Robert Bianco,USA Today,Friday Night Lights,2.0,5-Oct-07,341
440,Adam Buckman,New York Post,Friday Night Lights,2.0,5-Oct-07,660
441,Brian Lowry,Variety,Hannibal,2.0,28-Feb-14,344
442,Brian Tallerico,RogerEbert.com,Hannibal,2.0,28-Feb-14,390
443,Emily VanDerWerff,The A.V. Club,Hannibal,2.0,28-Feb-14,392
444,Erik Adams,The A.V. Club,The Americans,2.0,26-Feb-14,424
445,Rob Owen,Pittsburgh Post-Gazette,The Americans,2.0,26-Feb-14,312
446,Andrew Romano,The Daily Beast,The Americans,2.0,26-Feb-14,389
447,Brian Lowry,Variety,The Americans,2.0,26-Feb-14,411
448,Andrew Wallenstein,The Hollywood Reporter,Boardwalk Empire,1.0,19-Sep-10,329
449,Matthew Gilbert,Boston Globe,Boardwalk Empire,1.0,19-Sep-10,308
450,Robert Bianco,USA Today,The Roosevelts: An Intimate History,1.0,14-Sep-14,309
451,David Wiegand,San Francisco Chronicle,The Roosevelts: An Intimate History,1.0,14-Sep-14,317
452,Kristi Turnquist,The Oregonian,The Roosevelts: An Intimate History,1.0,14-Sep-14,354
453,Laurel Brown,Zap2it (Inside the Box),Sherlock,3.0,1-Jan-14,302
454,Emily Nussbaum,The New Yorker,Sherlock,3.0,1-Jan-14,344
455,Matt Roush,TV Guide Magazine,Sherlock,3.0,1-Jan-14,384
457,Sophie Gilbert,The Atlantic,Fleabag,1.0,21-Jul-16,310
458,Mary McNamara,Los Angeles Times,Fleabag,1.0,21-Jul-16,305
459,Maureen Ryan,Variety,Fleabag,1.0,21-Jul-16,389
460,Ed Siegel,Boston Globe,Brooklyn Bridge,1.0,20-Sep-91,382
461,Howard Rosenberg,Los Angeles Times,Brooklyn Bridge,1.0,20-Sep-91,327
462,Miles Beller,The Hollywood Reporter,Brooklyn Bridge,1.0,20-Sep-91,339
463,Noel Holston,Newsday,Arrested Development,2.0,7-Nov-04,624
464,Tom Shales,Washington Post,Arrested Development,2.0,7-Nov-04,402
465,Alessandra Stanley,The New York Times,Arrested Development,2.0,7-Nov-04,382
466,Matthew Gilbert,Boston Globe,Arrested Development,2.0,7-Nov-04,613
467,Tim Goodman,San Francisco Chronicle,Arrested Development,2.0,7-Nov-04,344
468,Rob Owen,Pittsburgh Post-Gazette,Arrested Development,2.0,7-Nov-04,425
469,Ben Travers,IndieWire,Russian Doll,1.0,1-Feb-19,348
470,Caroline Framke,Variety,Russian Doll,1.0,1-Feb-19,360
471,Dan Fienberg,The Hollywood Reporter,Russian Doll,1.0,1-Feb-19,331
472,Robert Lloyd,Los Angeles Times,Russian Doll,1.0,1-Feb-19,520
473,Danette Chavez,The A.V. Club,Russian Doll,1.0,1-Feb-19,310
474,Carlos Valladares,San Francisco Chronicle,Russian Doll,1.0,1-Feb-19,498
475,Kathryn VanArendonk,New York Magazine (Vulture),Russian Doll,1.0,1-Feb-19,344
476,Alan Sepinwall,Rolling Stone,Russian Doll,1.0,1-Feb-19,387
477,Robert Bianco,USA Today,24,1.0,6-Nov-01,350
478,Aaron Barnhart,Kansas City Star,24,1.0,6-Nov-01,340
479,Matt Roush,TV Guide Magazine,Veep,5.0,24-Apr-16,311
480,Bruce Miller,Sioux City Journal,Veep,5.0,24-Apr-16,349
481,Hank Stuever,Washington Post,Veep,5.0,24-Apr-16,357
482,Joshua Alston,The A.V. Club,Veep,5.0,24-Apr-16,372
483,Ken Tucker,Yahoo TV,Veep,5.0,24-Apr-16,392
484,John Levesque,Seattle Post-Intelligencer,Freaks and Geeks,1.0,25-Sep-99,313
485,Rob Owen,Pittsburgh Post-Gazette,Freaks and Geeks,1.0,25-Sep-99,320
486,Michele Greppi,New York Post,Freaks and Geeks,1.0,25-Sep-99,324
487,Chris Kaltenbach,Baltimore Sun,Freaks and Geeks,1.0,25-Sep-99,321
488,Bill Goodykoontz,Arizona Republic,Freaks and Geeks,1.0,25-Sep-99,403
489,Marisa Guthrie,Boston Herald,Freaks and Geeks,1.0,25-Sep-99,406
490,Aaron Barnhart,Kansas City Star,Freaks and Geeks,1.0,25-Sep-99,339
491,Howard Rosenberg,Los Angeles Times,Freaks and Geeks,1.0,25-Sep-99,335
492,Matthew Gilbert,Boston Globe,Freaks and Geeks,1.0,25-Sep-99,637
493,Joyce McMillan,Salon,Freaks and Geeks,1.0,25-Sep-99,560
494,Tom Shales,Washington Post,Curb Your Enthusiasm,4.0,4-Jan-04,539
495,Alessandra Stanley,The New York Times,Curb Your Enthusiasm,4.0,4-Jan-04,305
496,Melanie McFarland,Salon,Hacks,2.0,12-May-22,377
497,Marya E. Gates,The Playlist,Hacks,2.0,12-May-22,338
498,Jen Chaney,New York Magazine (Vulture),Hacks,2.0,12-May-22,323
499,Brian Tallerico,RogerEbert.com,Hacks,2.0,12-May-22,335
500,Inkoo Kang,Washington Post,Hacks,2.0,12-May-22,421
501,Matt Roush,TV Guide Magazine,Hacks,2.0,12-May-22,308
502,Dan Fienberg,The Hollywood Reporter,Hacks,2.0,12-May-22,302
503,Jessica Derschowitz,Vanity Fair,Hacks,2.0,12-May-22,315
504,Tim Goodman,The Hollywood Reporter,Back to Life,1.0,10-Nov-19,358
505,Caroline Framke,Variety,Back to Life,1.0,10-Nov-19,301
506,Jen Chaney,New York Magazine (Vulture),Back to Life,1.0,10-Nov-19,321
507,Lucy Mangan,The Guardian,Back to Life,1.0,10-Nov-19,368
508,Allison Keene,Paste Magazine,Back to Life,1.0,10-Nov-19,477
509,Judy Berman,Time,Back to Life,1.0,10-Nov-19,407
510,Brian Lowry,Variety,Extras,2.0,14-Sep-06,300
511,David Hinckley,New York Daily News,Treme,1.0,11-Apr-10,353
512,Aaron Riccio,Slant Magazine,Treme,1.0,11-Apr-10,319
513,Brian Lowry,Variety,Treme,1.0,11-Apr-10,388
514,Gillian Flynn,Entertainment Weekly,Mad Men,2.0,27-Jul-08,302
515,Brian Lowry,Variety,Mad Men,2.0,27-Jul-08,353
516,Heather Havrilesky,Salon,Mad Men,2.0,27-Jul-08,301
517,Phil Rosenthal,Chicago Sun-Times,Malcolm in the Middle,1.0,9-Jan-00,338
518,Tim Goodman,The Hollywood Reporter,Mad Men,6.0,7-Apr-13,444
519,Rob Owen,Pittsburgh Post-Gazette,The Sopranos,1.0,10-Jan-99,371
520,Marvin Kitman,Newsday,The Sopranos,1.0,10-Jan-99,489
521,Melanie McFarland,Salon,Documentary Now!,3.0,20-Feb-19,374
522,Brian Tallerico,RogerEbert.com,Documentary Now!,3.0,20-Feb-19,346
523,Sam Adams,Slate,Documentary Now!,3.0,20-Feb-19,339
524,Allison Keene,Paste Magazine,All Creatures Great and Small (2021),2.0,9-Jan-22,319
525,Rob Owen,Pittsburgh Post-Gazette,Better Call Saul,4.0,6-Aug-18,301
526,Mike Hale,The New York Times,Better Call Saul,4.0,6-Aug-18,580
527,Karen Han,Vox.com,Better Call Saul,4.0,6-Aug-18,345
528,Mark Dawidziak,Cleveland Plain Dealer,Better Call Saul,4.0,6-Aug-18,305
529,Tim Goodman,The Hollywood Reporter,Better Call Saul,4.0,6-Aug-18,430
530,Darren Franich,Entertainment Weekly,Better Call Saul,4.0,6-Aug-18,384
531,Matt Zoller Seitz,New York Magazine (Vulture),Better Call Saul,4.0,6-Aug-18,308
532,Allison Keene,Collider,Better Call Saul,4.0,6-Aug-18,327
533,Judy Berman,Time,Lenox Hill,1.0,10-Jun-20,557
534,John Anderson,Wall Street Journal,Lenox Hill,1.0,10-Jun-20,391
535,Dan Fienberg,The Hollywood Reporter,Lenox Hill,1.0,10-Jun-20,524
536,Daniel D'Addario,Variety,Lenox Hill,1.0,10-Jun-20,471
537,Rob Lowman,Los Angeles Daily News,Better Call Saul,3.0,10-Apr-17,300
538,Erik Adams,The A.V. Club,Better Call Saul,3.0,10-Apr-17,338
539,Spencer Kornhaber,The Atlantic,Better Call Saul,3.0,10-Apr-17,388
540,Alan Sepinwall,UPROXX,Better Call Saul,3.0,10-Apr-17,432
541,Tim Goodman,The Hollywood Reporter,Better Call Saul,3.0,10-Apr-17,332
542,Melanie McFarland,Salon,Better Call Saul,3.0,10-Apr-17,311
543,Meghan O'Keefe,Decider,The Baby-Sitters Club (2020),1.0,3-Jul-20,361
544,Alexis Gunderson,Paste Magazine,The Baby-Sitters Club (2020),1.0,3-Jul-20,325
545,Kevin Fallon,The Daily Beast,The Baby-Sitters Club (2020),1.0,3-Jul-20,337
546,James Poniewozik,The New York Times,The Baby-Sitters Club (2020),1.0,3-Jul-20,395
547,Kristen Lopez,IndieWire,The Baby-Sitters Club (2020),1.0,3-Jul-20,397
548,Kelly Lawler,USA Today,The Baby-Sitters Club (2020),1.0,3-Jul-20,396
549,Richard Lawson,Vanity Fair,The Baby-Sitters Club (2020),1.0,3-Jul-20,521
550,Hank Stuever,Washington Post,The Baby-Sitters Club (2020),1.0,3-Jul-20,380
551,Kathryn VanArendonk,New York Magazine (Vulture),The Baby-Sitters Club (2020),1.0,3-Jul-20,434
552,Caroline Framke,Variety,The Baby-Sitters Club (2020),1.0,3-Jul-20,399
553,Judy Berman,Time,The Baby-Sitters Club (2020),1.0,3-Jul-20,422
554,Nadra Kareem Nittle,The A.V. Club,The Baby-Sitters Club (2020),1.0,3-Jul-20,506
555,Steven Winn,San Francisco Chronicle,Veep,7.0,31-Mar-19,328
556,Tim Goodman,The Hollywood Reporter,Veep,7.0,31-Mar-19,321
557,Richard Roeper,Chicago Sun-Times,Veep,7.0,31-Mar-19,335
558,Kathryn VanArendonk,New York Magazine (Vulture),Veep,7.0,31-Mar-19,416
559,Hank Stuever,Washington Post,Veep,7.0,31-Mar-19,402
560,Caroline Framke,Variety,Veep,7.0,31-Mar-19,308
561,Brian Lowry,Variety,Mad Men,3.0,16-Aug-09,432
562,Nick Allen,RogerEbert.com,I Think You Should Leave with Tim Robinson,2.0,6-Jul-21,394
563,Nick Schager,The Daily Beast,I Think You Should Leave with Tim Robinson,2.0,6-Jul-21,352
564,Craig Jenkins,New York Magazine (Vulture),I Think You Should Leave with Tim Robinson,2.0,6-Jul-21,333
565,Maureen Ryan,Variety,Catastrophe,2.0,8-Apr-16,328
566,Matt Zoller Seitz,New York Magazine (Vulture),Catastrophe,2.0,8-Apr-16,330
567,Lewis Knight,Radio Times,Borgen - Power & Glory,1.0,2-Jun-22,319
568,Kaitlin Thomas,Paste Magazine,Borgen - Power & Glory,1.0,2-Jun-22,407
569,Stuart Jeffries,The Guardian,Borgen - Power & Glory,1.0,2-Jun-22,353
570,Matt Roush,TV Guide Magazine,Top Of The Lake,1.0,24-Mar-13,346
571,Brian Tallerico,RogerEbert.com,Barry,2.0,31-Mar-19,311
572,Michael Haigis,Slant Magazine,Barry,2.0,31-Mar-19,380
573,Allison Keene,Collider,Barry,2.0,31-Mar-19,386
574,Dan Fienberg,The Hollywood Reporter,Barry,2.0,31-Mar-19,318
575,Matthew Gilbert,Boston Globe,Felicity,1.0,29-Sep-98,512
576,Phil Rosenthal,Chicago Sun-Times,Felicity,1.0,29-Sep-98,351
577,David Zurawik,Baltimore Sun,Felicity,1.0,29-Sep-98,314
578,Ann Hodges,Houston Chronicle,Felicity,1.0,29-Sep-98,313
579,Jonathan Storm,Philadelphia Inquirer,Felicity,1.0,29-Sep-98,433
580,Rich Raymond,Variety,Felicity,1.0,29-Sep-98,351
581,Melanie McFarland,Salon,The Good Place,2.0,20-Sep-17,362
582,John Allemang,The Globe and Mail (Toronto),Ed,1.0,8-Oct-00,308
583,John Levesque,Seattle Post-Intelligencer,Ed,1.0,8-Oct-00,425
584,Gail Pennington,St. Louis Post-Dispatch,Ed,1.0,8-Oct-00,343
585,Julie Salamon,The New York Times,Ed,1.0,8-Oct-00,432
586,Phil Rosenthal,Chicago Sun-Times,Ed,1.0,8-Oct-00,342
587,Matthew Gilbert,Boston Globe,Ed,1.0,8-Oct-00,314
588,Joanne Ostrow,Denver Post,Ed,1.0,8-Oct-00,306
589,Hal Boedeker,Orlando Sentinel,Ed,1.0,8-Oct-00,352
590,Scott D. Pierce,Deseret News,Ed,1.0,8-Oct-00,312
591,Alan Sepinwall,Rolling Stone,Mrs. America,1.0,15-Apr-20,320
592,Liz Shannon Miller,Collider,Mrs. America,1.0,15-Apr-20,371
593,Bruce Miller,Sioux City Journal,Mrs. America,1.0,15-Apr-20,560
594,Michael Phillips,Chicago Tribune,Mrs. America,1.0,15-Apr-20,344
595,Kevin Fallon,The Daily Beast,Mrs. America,1.0,15-Apr-20,521
596,James Poniewozik,The New York Times,Mrs. America,1.0,15-Apr-20,336
597,John Anderson,Wall Street Journal,Mrs. America,1.0,15-Apr-20,571
598,Sonia Saraiya,Vanity Fair,Mrs. America,1.0,15-Apr-20,356
599,Inkoo Kang,The Hollywood Reporter,Mrs. America,1.0,15-Apr-20,481
600,Hank Stuever,Washington Post,Mrs. America,1.0,15-Apr-20,440
601,Allison Keene,Paste Magazine,Mrs. America,1.0,15-Apr-20,351
602,Willa Paskin,Slate,Mrs. America,1.0,15-Apr-20,543
603,Lorraine Ali,Los Angeles Times,Mrs. America,1.0,15-Apr-20,325
604,Brian Lowry,CNN,Mrs. America,1.0,15-Apr-20,387
605,Caroline Framke,Variety,Mrs. America,1.0,15-Apr-20,355
606,Ed Cumming,The Independent,Mrs. America,1.0,15-Apr-20,622
607,Matt Zoller Seitz,New York Magazine (Vulture),Mrs. America,1.0,15-Apr-20,361
608,Doreen St. Félix,The New Yorker,Mrs. America,1.0,15-Apr-20,316
609,Gregory Ellwood,The Playlist,Mrs. America,1.0,15-Apr-20,364
610,Allison Shoemaker,RogerEbert.com,Mrs. America,1.0,15-Apr-20,371
611,Melanie McFarland,Salon,Mrs. America,1.0,15-Apr-20,616
612,Sophie Gilbert,The Atlantic,Mrs. America,1.0,15-Apr-20,401
613,Richard Roeper,Chicago Sun-Times,Mrs. America,1.0,15-Apr-20,412
614,Carol Midgley,The Times,Mrs. America,1.0,15-Apr-20,518
615,Maureen Ryan,Chicago Tribune,Friday Night Lights,4.0,28-Oct-09,312
616,Kathryn VanArendonk,New York Magazine (Vulture),Pachinko,1.0,25-Mar-22,411
617,Shirley Li,The Atlantic,Pachinko,1.0,25-Mar-22,368
618,Bob Strauss,San Francisco Chronicle,Pachinko,1.0,25-Mar-22,338
619,Anzhe Zhang,Slant Magazine,Pachinko,1.0,25-Mar-22,422
620,Robert Lloyd,Los Angeles Times,Pachinko,1.0,25-Mar-22,342
621,Emily Baker,i,Pachinko,1.0,25-Mar-22,345
622,Daniel D'Addario,Variety,Pachinko,1.0,25-Mar-22,311
623,Max Covill,Paste Magazine,Pachinko,1.0,25-Mar-22,432
624,Nick Schager,The Daily Beast,Pachinko,1.0,25-Mar-22,315
625,Mike Hale,The New York Times,Pachinko,1.0,25-Mar-22,452
626,Inkoo Kang,Washington Post,Pachinko,1.0,25-Mar-22,318
627,John Anderson,Wall Street Journal,Pachinko,1.0,25-Mar-22,513
628,Judy Berman,Time,Pachinko,1.0,25-Mar-22,434
629,Dan Fienberg,The Hollywood Reporter,Pachinko,1.0,25-Mar-22,302
630,Alan Sepinwall,Rolling Stone,Pachinko,1.0,25-Mar-22,407
631,Joshua Alston,The A.V. Club,UnReal,2.0,6-Jun-16,380
632,Mitchel Broussard,We Got This Covered,UnReal,2.0,6-Jun-16,397
633,Ken Tucker,Yahoo TV,UnReal,2.0,6-Jun-16,320
634,Megan Garber,The Atlantic,UnReal,2.0,6-Jun-16,435
635,Dan Fienberg,The Hollywood Reporter,UnReal,2.0,6-Jun-16,373
636,Jen Chaney,New York Magazine (Vulture),Tuca & Bertie,2.0,13-Jun-21,303
637,Willa Paskin,Slate,The Crown,2.0,8-Dec-17,461
638,Mike Hale,The New York Times,The Crown,2.0,8-Dec-17,449
639,Caroline Framke,Vox.com,The Crown,2.0,8-Dec-17,409
640,Ben Travers,IndieWire,The Crown,2.0,8-Dec-17,312
641,Alan Sepinwall,UPROXX,The Crown,2.0,8-Dec-17,493
642,Joseph Falcone,We Got This Covered,The Crown,2.0,8-Dec-17,403
643,Kelly Lawler,USA Today,The Crown,2.0,8-Dec-17,363
644,Allison Shoemaker,RogerEbert.com,The Crown,2.0,8-Dec-17,342
645,Sophie Gilbert,The Atlantic,The Crown,2.0,8-Dec-17,403
646,Verne Gay,Newsday,The Crown,2.0,8-Dec-17,340
647,David Wiegand,San Francisco Chronicle,The Crown,2.0,8-Dec-17,309
648,Sonia Saraiya,Variety,The Crown,2.0,8-Dec-17,406
649,Chris Cabin,Collider,Broad City,3.0,17-Feb-16,331
650,Verne Gay,Newsday,True Detective,1.0,12-Jan-14,380
651,Mike Hale,The New York Times,True Detective,1.0,12-Jan-14,408
652,Mark Dawidziak,Cleveland Plain Dealer,True Detective,1.0,12-Jan-14,348
653,Brian Tallerico,RogerEbert.com,True Detective,1.0,12-Jan-14,339
654,Sara Smith,Kansas City Star,True Detective,1.0,12-Jan-14,301
655,Tim Goodman,The Hollywood Reporter,True Detective,1.0,12-Jan-14,382
656,David Wiegand,San Francisco Chronicle,True Detective,1.0,12-Jan-14,349
657,Alan Sepinwall,Hitfix,True Detective,1.0,12-Jan-14,300
658,Robert Lloyd,Los Angeles Times,True Detective,1.0,12-Jan-14,335
659,Matt Zoller Seitz,New York Magazine (Vulture),True Detective,1.0,12-Jan-14,463
660,Matt Roush,TV Guide Magazine,True Detective,1.0,12-Jan-14,318
661,Sonia Saraiya,Vanity Fair,RAMY,1.0,19-Apr-19,491
662,David Fear,Rolling Stone,RAMY,1.0,19-Apr-19,371
663,Kathryn VanArendonk,New York Magazine (Vulture),RAMY,1.0,19-Apr-19,358
664,Dan Fienberg,The Hollywood Reporter,RAMY,1.0,19-Apr-19,392
665,Caroline Framke,Variety,RAMY,1.0,19-Apr-19,411
666,Ben Travers,IndieWire,RAMY,1.0,19-Apr-19,353
667,Caroline Siede,The A.V. Club,RAMY,1.0,19-Apr-19,300
668,Niv M. Sultan,Slant Magazine,RAMY,1.0,19-Apr-19,376
669,Alan Sepinwall,Rolling Stone,My Brilliant Friend,1.0,18-Nov-18,333
670,Emily VanDerWerff,Vox.com,My Brilliant Friend,1.0,18-Nov-18,353
671,Matthew Gilbert,Boston Globe,My Brilliant Friend,1.0,18-Nov-18,410
672,Sophie Gilbert,The Atlantic,My Brilliant Friend,1.0,18-Nov-18,475
673,Brian Lowry,CNN,My Brilliant Friend,1.0,18-Nov-18,346
674,Matt Zoller Seitz,New York Magazine (Vulture),My Brilliant Friend,1.0,18-Nov-18,303
675,John Anderson,Wall Street Journal,Painting With John,1.0,22-Jan-21,313
676,Robert Lloyd,Los Angeles Times,Painting With John,1.0,22-Jan-21,541
677,Rodrigo Perez,The Playlist,Painting With John,1.0,22-Jan-21,397
678,Dan Fienberg,The Hollywood Reporter,Painting With John,1.0,22-Jan-21,348
679,James Poniewozik,The New York Times,Painting With John,1.0,22-Jan-21,461
680,Joanne Ostrow,Denver Post,Band of Brothers,1.0,9-Sep-01,415
681,M.S. Mason,Christian Science Monitor,Band of Brothers,1.0,9-Sep-01,419
682,Charlie McCollum,San Jose Mercury News/Contra Costa Times,Band of Brothers,1.0,9-Sep-01,337
683,Richard Roeper,Chicago Sun-Times,Band of Brothers,1.0,9-Sep-01,406
684,Barry Garron,The Hollywood Reporter,Band of Brothers,1.0,9-Sep-01,525
685,James Poniewozik,Time,Band of Brothers,1.0,9-Sep-01,310
686,Matthew Gilbert,Boston Globe,Band of Brothers,1.0,9-Sep-01,452
687,Robert P. Laurence,San Diego Union-Tribune,Band of Brothers,1.0,9-Sep-01,359
688,Todd McCarthy,Variety,Band of Brothers,1.0,9-Sep-01,421
